  -5.00000000       171195328.       171173120.    
  -4.90000010       174010832.       174014176.    
  -4.80000019       176823536.       176855248.    
  -4.70000029       179626048.       179689520.    
  -4.60000038       182411152.       182509584.    
  -4.50000048       185169872.       185307024.    
  -4.40000057       187892960.       188072656.    
  -4.30000067       190569856.       190796320.    
  -4.20000076       193189296.       193466896.    
  -4.10000086       195738560.       196072144.    
  -4.00000095       198204256.       198598688.    
  -3.90000105       200571904.       201032064.    
  -3.80000114       202825056.       203356448.    
  -3.70000124       204946704.       205554864.    
  -3.60000134       206918608.       207608928.    
  -3.50000143       208720576.       209498880.    
  -3.40000153       210331824.       211203696.    
  -3.30000162       211729728.       212700784.    
  -3.20000172       212890992.       213966400.    
  -3.10000181       213790176.       214975344.    
  -3.00000191       214401664.       215701232.    
  -2.90000200       214698176.       216116400.    
  -2.80000210       214652240.       216192224.    
  -2.70000219       214234256.       215899152.    
  -2.60000229       213415712.       215207008.    
  -2.50000238       212167392.       214085120.    
  -2.40000248       210459328.       212502672.    
  -2.30000257       208263088.       210429136.    
  -2.20000267       205550432.       207834496.    
  -2.10000277       202294176.       204689888.    
  -2.00000286       198469952.       200967888.    
  -1.90000284       194053520.       196643184.    
  -1.80000281       189025568.       191693184.    
  -1.70000279       183369648.       186098480.    
  -1.60000277       177071568.       179843552.    
  -1.50000274       170124064.       172917472.    
  -1.40000272       162522496.       165314336.    
  -1.30000269       154269760.       157034000.    
  -1.20000267       145372864.       148082480.    
  -1.10000265       135846512.       138472528.    
  -1.00000262       125710800.       128223880.    
 -0.900002599       114993328.       117363600.    
 -0.800002575       103728496.       105926032.    
 -0.700002551       91956624.0       93952840.0    
 -0.600002527       79724992.0       81492840.0    
 -0.500002503       67086896.0       68601472.0    
 -0.400002509       54100860.0       55340364.0    
 -0.300002515       40829968.0       41776512.0    
 -0.200002521       27342522.0       27981454.0    
 -0.100002520       13708291.0       14030247.0    
  -2.51829624E-06   267.849915       353.645599    
   9.99974832E-02  -13707487.0      -14029540.0    
  0.199997485      -27341718.0      -27980756.0    
  0.299997479      -40829432.0      -41775824.0    
  0.399997473      -54100056.0      -55339684.0    
  0.499997467      -67086092.0      -68600808.0    
  0.599997461      -79724456.0      -81492192.0    
  0.699997485      -91956088.0      -93952216.0    
  0.799997509      -103727960.      -105925432.    
  0.899997532      -114992792.      -117363024.    
  0.999997556      -125710136.      -128223376.    
   1.09999752      -135845840.      -138472016.    
   1.19999754      -145372592.      -148082000.    
   1.29999757      -154269088.      -157033552.    
   1.39999759      -162522352.      -165313920.    
   1.49999762      -170123808.      -172917104.    
   1.59999764      -177071296.      -179843216.    
   1.69999766      -183368976.      -186098160.    
   1.79999769      -189025568.      -191692912.    
   1.89999771      -194053376.      -196642944.    
   1.99999774      -198469696.      -200967680.    
   2.09999776      -202294048.      -204689712.    
   2.19999766      -205550160.      -207834384.    
   2.29999757      -208263216.      -210428992.    
   2.39999747      -210459184.      -212502592.    
   2.49999738      -212167392.      -214085056.    
   2.59999728      -213415840.      -215206944.    
   2.69999719      -214234256.      -215899136.    
   2.79999709      -214652112.      -216192208.    
   2.89999700      -214698048.      -216116416.    
   2.99999690      -214401536.      -215701264.    
   3.09999681      -213790176.      -214975376.    
   3.19999671      -212890864.      -213966480.    
   3.29999661      -211729872.      -212700880.    
   3.39999652      -210331824.      -211203744.    
   3.49999642      -208720704.      -209498960.    
   3.59999633      -206918608.      -207609040.    
   3.69999623      -204946976.      -205554992.    
   3.79999614      -202825200.      -203356544.    
   3.89999604      -200572048.      -201032192.    
   3.99999595      -198204512.      -198598816.    
   4.09999609      -195738688.      -196072256.    
   4.19999599      -193189424.      -193467024.    
   4.29999590      -190569984.      -190796432.    
   4.39999580      -187892960.      -188072784.    
   4.49999571      -185170000.      -185307152.    
   4.59999561      -182411424.      -182509712.    
   4.69999552      -179626320.      -179689680.    
   4.79999542      -176823664.      -176855376.    
   4.89999533      -174010832.      -174014304.    
   4.99999523      -171195200.      -171173264.    
