  -5.00000000       341931584.       338962272.    
  -4.90000010       355294624.       352100736.    
  -4.80000019       369438944.       365999904.    
  -4.70000029       384425696.       380717920.    
  -4.60000038       400320864.       396318688.    
  -4.50000048       417197536.       412872000.    
  -4.40000057       435135168.       430454592.    
  -4.30000067       454221888.       449150592.    
  -4.20000076       474554912.       469052736.    
  -4.10000086       496240576.       490263136.    
  -4.00000095       519396352.       512894240.    
  -3.90000105       544153152.       537070464.    
  -3.80000114       570654400.       562929216.    
  -3.70000124       599060160.       590622784.    
  -3.60000134       629547072.       620319552.    
  -3.50000143       662311296.       652206784.    
  -3.40000153       697571328.       686492096.    
  -3.30000162       735568384.       723406144.    
  -3.20000172       776571648.       763205504.    
  -3.10000181       820879360.       806175488.    
  -3.00000191       868821568.       852633088.    
  -2.90000200       920765120.       902930816.    
  -2.80000210       977113792.       957459712.    
  -2.70000219       1.03831187E+09   1.01665306E+09
  -2.60000229       1.10484531E+09   1.08098982E+09
  -2.50000238       1.17724006E+09   1.15099584E+09
  -2.40000248       1.25605990E+09   1.22724685E+09
  -2.30000257       1.34189811E+09   1.31036570E+09
  -2.20000267       1.43536141E+09   1.40101901E+09
  -2.10000277       1.53704704E+09   1.49990566E+09
  -2.00000286       1.64750067E+09   1.60773901E+09
  -1.90000284       1.76715456E+09   1.72521280E+09
  -1.80000281       1.89623168E+09   1.85295219E+09
  -1.70000279       2.03461069E+09   1.99143014E+09
  -1.60000277       2.18162714E+09   2.14084646E+09
  -1.50000274       2.33579955E+09   2.30094771E+09
  -1.40000272       2.49447040E+09   2.47076250E+09
  -1.30000269       2.65335373E+09   2.64822886E+09
  -1.20000267       2.80601549E+09   2.82967936E+09
  -1.10000265       2.94336512E+09   3.00915814E+09
  -1.00000262       3.05331123E+09   3.17757517E+09
 -0.900002599       3.12082227E+09   3.32173978E+09
 -0.800002575       3.12870656E+09   3.42346061E+09
 -0.700002551       3.05933235E+09   3.45907558E+09
 -0.600002527       2.89727155E+09   3.40004531E+09
 -0.500002503       2.63240115E+09   3.21549082E+09
 -0.400002509       2.26256358E+09   2.87750451E+09
 -0.300002515       1.79493350E+09   2.36933069E+09
 -0.200002521       1.24563814E+09   1.69483034E+09
 -0.100002520       637986368.       885462080.    
  -2.51829624E-06   16070.9951       22633.3184    
   9.99974832E-02  -637954752.      -885418752.    
  0.199997485      -1.24560922E+09  -1.69479258E+09
  0.299997479      -1.79490829E+09  -2.36930074E+09
  0.399997473      -2.26254259E+09  -2.87748352E+09
  0.499997467      -2.63238502E+09  -3.21547776E+09
  0.599997461      -2.89726080E+09  -3.40003942E+09
  0.699997485      -3.05932595E+09  -3.45907533E+09
  0.799997509      -3.12870554E+09  -3.42346470E+09
  0.899997532      -3.12082483E+09  -3.32174618E+09
  0.999997556      -3.05331558E+09  -3.17758336E+09
   1.09999752      -2.94337229E+09  -3.00916736E+09
   1.19999754      -2.80602368E+09  -2.82968832E+09
   1.29999757      -2.65336166E+09  -2.64823808E+09
   1.39999759      -2.49447885E+09  -2.47077146E+09
   1.49999762      -2.33580723E+09  -2.30095616E+09
   1.59999764      -2.18163456E+09  -2.14085440E+09
   1.69999766      -2.03461875E+09  -1.99143744E+09
   1.79999769      -1.89623923E+09  -1.85295910E+09
   1.89999771      -1.76716019E+09  -1.72521946E+09
   1.99999774      -1.64750605E+09  -1.60774464E+09
   2.09999776      -1.53705242E+09  -1.49991078E+09
   2.19999766      -1.43536614E+09  -1.40102374E+09
   2.29999757      -1.34190234E+09  -1.31037005E+09
   2.39999747      -1.25606426E+09  -1.22725082E+09
   2.49999738      -1.17724403E+09  -1.15099930E+09
   2.59999728      -1.10484877E+09  -1.08099315E+09
   2.69999719      -1.03831514E+09  -1.01665619E+09
   2.79999709      -977116736.      -957462528.    
   2.89999700      -920767552.      -902933440.    
   2.99999690      -868824256.      -852635456.    
   3.09999681      -820881216.      -806177664.    
   3.19999671      -776573760.      -763207616.    
   3.29999661      -735570496.      -723408000.    
   3.39999652      -697573184.      -686493824.    
   3.49999642      -662313024.      -652208448.    
   3.59999633      -629548672.      -620321152.    
   3.69999623      -599061632.      -590624192.    
   3.79999614      -570655872.      -562930560.    
   3.89999604      -544154112.      -537071744.    
   3.99999595      -519397536.      -512895392.    
   4.09999609      -496241504.      -490264160.    
   4.19999599      -474556000.      -469053760.    
   4.29999590      -454223104.      -449151488.    
   4.39999580      -435135840.      -430455424.    
   4.49999571      -417198464.      -412872800.    
   4.59999561      -400321664.      -396319424.    
   4.69999552      -384426496.      -380718624.    
   4.79999542      -369439616.      -366000544.    
   4.89999533      -355295008.      -352101376.    
   4.99999523      -341931968.      -338962912.    
