  -5.00000000       362910400.       359286432.    
  -4.90000010       378021952.       374091616.    
  -4.80000019       394100704.       389830880.    
  -4.70000029       411230784.       406584480.    
  -4.60000038       429507648.       424441536.    
  -4.50000048       449035104.       443501056.    
  -4.40000057       469930752.       463873504.    
  -4.30000067       492325952.       485682112.    
  -4.20000076       516368832.       509065248.    
  -4.10000086       542225344.       534178144.    
  -4.00000095       570083328.       561195456.    
  -3.90000105       600156736.       590314944.    
  -3.80000114       632687232.       621760256.    
  -3.70000124       667952064.       655785792.    
  -3.60000134       706268544.       692681536.    
  -3.50000143       748000640.       732779584.    
  -3.40000153       793571008.       776461440.    
  -3.30000162       843467136.       824166912.    
  -3.20000172       898259584.       876405504.    
  -3.10000181       958616064.       933770048.    
  -3.00000191       1.02532250E+09   996953472.    
  -2.90000200       1.09930982E+09   1.06676960E+09
  -2.80000210       1.18169011E+09   1.14417984E+09
  -2.70000219       1.27379507E+09   1.23032589E+09
  -2.60000229       1.37723686E+09   1.32657254E+09
  -2.50000238       1.49397875E+09   1.43456115E+09
  -2.40000248       1.62643366E+09   1.55628096E+09
  -2.30000257       1.77759795E+09   1.69416000E+09
  -2.20000267       1.95122496E+09   1.85118746E+09
  -2.10000277       2.15207808E+09   2.03107558E+09
  -2.00000286       2.38627507E+09   2.23848192E+09
  -1.90000284       2.66179072E+09   2.47931008E+09
  -1.80000281       2.98918477E+09   2.76113434E+09
  -1.70000279       3.38270592E+09   3.09379789E+09
  -1.60000277       3.86198963E+09   3.49027994E+09
  -1.50000274       4.45476096E+09   3.96797005E+09
  -1.40000272       5.20131635E+09   4.55059763E+09
  -1.30000269       6.16225946E+09   5.27120128E+09
  -1.20000267       7.43260518E+09   6.17687450E+09
  -1.10000265       9.16910899E+09   7.33655654E+09
  -1.00000262       1.16475310E+10   8.85435904E+09
 -0.900002599       1.53945272E+10   1.08933315E+10
 -0.800002575       2.15277896E+10   1.37201428E+10
 -0.700002551       3.27294034E+10   1.77943183E+10
 -0.600002527       5.54138542E+10   2.39599882E+10
 -0.500002503       8.09325855E+10   3.38959094E+10
 -0.400002509       5.36273142E+10   5.12888586E+10
 -0.300002515       2.90463048E+10   8.52621967E+10
 -0.200002521       1.57110774E+10   1.60771375E+11
 -0.100002520       7.02276096E+09   3.17753917E+11
  -2.51829624E-06   169281.141       22633318.0    
   9.99974832E-02  -7.02238106E+09  -3.17761913E+11
  0.199997485      -1.57105582E+10  -1.60777028E+11
  0.299997479      -2.90454262E+10  -8.52646298E+10
  0.399997473      -5.36256594E+10  -5.12900342E+10
  0.499997467      -8.09325445E+10  -3.38965565E+10
  0.599997461      -5.54154312E+10  -2.39603773E+10
  0.699997485      -3.27301857E+10  -1.77945682E+10
  0.799997509      -2.15281951E+10  -1.37203139E+10
  0.899997532      -1.53947638E+10  -1.08934513E+10
  0.999997556      -1.16476815E+10  -8.85444813E+09
   1.09999752      -9.16921446E+09  -7.33662464E+09
   1.19999754      -7.43268147E+09  -6.17692621E+09
   1.29999757      -6.16231629E+09  -5.27124275E+09
   1.39999759      -5.20135834E+09  -4.55063040E+09
   1.49999762      -4.45479475E+09  -3.96799744E+09
   1.59999764      -3.86201651E+09  -3.49030144E+09
   1.69999766      -3.38272896E+09  -3.09381658E+09
   1.79999769      -2.98920320E+09  -2.76114995E+09
   1.89999771      -2.66180531E+09  -2.47932339E+09
   1.99999774      -2.38628813E+09  -2.23849318E+09
   2.09999776      -2.15208858E+09  -2.03108506E+09
   2.19999766      -1.95123443E+09  -1.85119578E+09
   2.29999757      -1.77760576E+09  -1.69416730E+09
   2.39999747      -1.62644147E+09  -1.55628736E+09
   2.49999738      -1.49398515E+09  -1.43456678E+09
   2.59999728      -1.37724250E+09  -1.32657754E+09
   2.69999719      -1.27379994E+09  -1.23033037E+09
   2.79999709      -1.18169459E+09  -1.14418394E+09
   2.89999700      -1.09931443E+09  -1.06677338E+09
   2.99999690      -1.02532570E+09  -996956672.    
   3.09999681      -958619328.      -933773056.    
   3.19999671      -898262528.      -876408256.    
   3.29999661      -843469568.      -824169408.    
   3.39999652      -793572864.      -776463680.    
   3.49999642      -748003008.      -732781632.    
   3.59999633      -706270528.      -692683456.    
   3.69999623      -667953664.      -655787584.    
   3.79999614      -632688960.      -621761856.    
   3.89999604      -600158016.      -590316480.    
   3.99999595      -570085056.      -561196928.    
   4.09999609      -542226496.      -534179392.    
   4.19999599      -516370048.      -509066400.    
   4.29999590      -492327040.      -485683168.    
   4.39999580      -469931840.      -463874464.    
   4.49999571      -449036064.      -443501984.    
   4.59999561      -429508576.      -424442400.    
   4.69999552      -411231712.      -406585280.    
   4.79999542      -394101376.      -389831648.    
   4.89999533      -378022752.      -374092320.    
   4.99999523      -362911328.      -359287136.    
